StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q1_11_TEXT,Q1.1,Q1.1_5_TEXT,Q70,Q70_10_TEXT,Q69,Q2,Q2_6_TEXT,Q3,Q4,Q5,Q5_7_TEXT,Q5.1,Q6,Q7,Q8,Q9,Q10,Q10_11_TEXT,Q11,Q12,Q13,Q13_10_TEXT,Q14,Q15,Q16,Q17,Q17_11_TEXT,Q18,Q19,Q20,Q20_10_TEXT,Q21,Q21.1,Q21.1_9_TEXT,Q21.2,Q22,Q22.1,Q22.1_8_TEXT,Q22.2,Q22.2_8_TEXT,Q23
2022-02-15 14:50:01,2022-02-15 14:56:11,IP Address,100,369,True,2022-02-15 14:56:11,R_2CghpmsfjACmNPg,anonymous,EN-GB,Erasmus School of Social and Behavioural Sciences (ESSB),NA,Sociology,NA,NA,NA,NA,Full Professor,NA,Very important,I have extensive experience with Open Access publishing,Green OA (self-archiving): Some journals might not publish findings that are uploaded to a pre-publication archive;Gold OA: I might not have enough funding to pay Article Processing Charges for Open Access journals,NA,NA,Very important,"I have some experience with open data, materials, and/or code developed by others, but do not use them regularly","I regularly share open data, materials, and/or code",I regularly follow the FAIR principles,"It might take too much time, effort, and resources",NA,Very important,"I have some experience with study preregistration, but do not use it regularly","It might take too much time, effort, and resources",NA,Moderately important,"I have some experience with open educational resources developed by others, but do not use them regularly","I am aware of open educational resources, but have not shared my own","It might take too much time, effort, and resources",NA,Very important,I regularly engage with society,"It might be difficult to manage expectations of some societal actors (e.g., citizens, politicians)",NA,Yes,"Open data, materials, and/or code;Preregistration;Open engagement of societal actors",NA,"I am using available tools for FAIR data (e.g., EUR Data Repository)",Yes,Praised by my colleagues/supervisor/manager,NA,NA,NA,NA
2022-02-15 15:14:07,2022-02-15 15:24:10,IP Address,100,602,True,2022-02-15 15:24:11,R_3MQA0WPE1IS7kNl,anonymous,EN-GB,Erasmus School of Social and Behavioural Sciences (ESSB),NA,Psychology,NA,NA,NA,NA,Assistant Professor,NA,Very important,I have extensive experience with Open Access publishing,Green OA (self-archiving): Non-peer-reviewed findings might add noise to the literature;Gold OA: I might not have enough funding to pay Article Processing Charges for Open Access journals,NA,NA,Very important,"I regularly use open data, materials, and/or code developed by others","I regularly share open data, materials, and/or code","I have some experience with the FAIR principles, but do not follow them regularly","It might take too much time, effort, and resources",NA,Very important,I regularly preregister my studies,"Preregistration might delay data collection;It might take too much time, effort, and resources",NA,Moderately important,"I have some experience with open educational resources developed by others, but do not use them regularly","I have some experience with open educational resources, but do not share mine regularly",Others might criticise my educational resources;I might not receive appropriate credit for my educational resources if I make them openly available;There could be issues related to intellectual property,NA,Moderately important,"I am aware of engaging with society, but have not done it","It might require too much time, effort, and resources;It might be difficult to manage expectations of some societal actors (e.g., citizens, politicians)",NA,Yes,Open educational resources;Open engagement of societal actors,NA,"I looked up relevant information on the EUR website;I got advice on FAIR data/research data management from an expert (e.g., research data steward)",No,NA,NA,Freedom to choose and initiate my own projects;More time for Open Science activities;Trust from my colleagues/supervisor/manager;Praise by my colleagues/supervisor/manager;Other,"Acknowledgment of the fact that engaging in open science requires time and energy, especially when one's work is being compared with that of others who do not engage in these practices.","The EUR could be at the forefront of open science if it would not only support or recommend responsible research practices, but require them through policy."
2022-02-15 15:18:48,2022-02-15 15:26:08,IP Address,100,440,True,2022-02-15 15:26:09,R_22nutcKx7k4tq2L,anonymous,EN-GB,Erasmus School of Social and Behavioural Sciences (ESSB),NA,Pedagogical Sciences,NA,NA,NA,NA,PhD candidate,NA,Very important,I have extensive experience with Open Access publishing,Green OA (self-archiving): Non-peer-reviewed findings might add noise to the literature;Gold OA: I might not have enough funding to pay Article Processing Charges for Open Access journals,NA,NA,Moderately important,"I have some experience with open data, materials, and/or code developed by others, but do not use them regularly","I have some experience with open data, materials, and/or code, but do not share mine regularly","I am aware of the FAIR principles, but have not followed them","Others might find it difficult to understand my data, materials, and/or code;I might lose control over how my data, materials, and/or code are being used;I might not receive appropriate credit for data, materials, and/or code if I make them openly available;Other",Privacy problems with sensitive data/big data,Very important,I regularly preregister my studies,I do not share any of these concerns,NA,Slightly important,"I am aware of open educational resources developed by others, but have not used them","I am aware of open educational resources, but have not shared my own",I might not receive appropriate credit for my educational resources if I make them openly available,NA,Moderately important,"I have some experience with engaging with society, but do not do it regularly","It might require too much time, effort, and resources;Some societal actors might have ideas that are too difficult to implement",NA,I don’t know/prefer not to answer,NA,NA,NA,Yes,"Trust from my colleagues/supervisor/manager,Praised by my colleagues/supervisor/manager,Received an award",NA,NA,NA,NA
2022-02-15 15:32:28,2022-02-15 15:42:46,IP Address,100,618,True,2022-02-15 15:42:48,R_2wTs0oabUj4oKZ4,anonymous,EN-GB,Erasmus School of Social and Behavioural Sciences (ESSB),NA,Psychology,NA,NA,NA,NA,Postdoc or researcher,NA,Very important,I have extensive experience with Open Access publishing,Green OA (self-archiving): Some journals might not publish findings that are uploaded to a pre-publication archive;Gold OA: I might not have enough funding to pay Article Processing Charges for Open Access journals,NA,NA,Very important,"I have some experience with open data, materials, and/or code developed by others, but do not use them regularly","I am aware of open data, materials, and/or code, but have not shared my own","I have some experience with the FAIR principles, but do not follow them regularly",Other,I do not 'own' the data and I'm not allowed to share the data,Very important,I regularly preregister my studies,Preregistration might make it more difficult to publish in certain journals,NA,Moderately important,"Until now, I hadn't heard of open educational resources","Until now, I hadn't heard of open educational resources",I might lose control over how my educational resources are being used;There could be issues related to intellectual property,NA,Moderately important,"I have some experience with engaging with society, but do not do it regularly","It might require too much time, effort, and resources;Designing the research might become too complex;Some societal actors might have ideas that are too difficult to implement",NA,Yes,"Open access publishing;Open data, materials, and/or code;Preregistration;Open educational resources;Open engagement of societal actors",NA,"I got advice on FAIR data/research data management from an expert (e.g., research data steward)",Yes,"Freedom to choose and initiate my own projects,Trust from my colleagues/supervisor/manager,Praised by my colleagues/supervisor/manager",NA,NA,NA,NA
2022-02-15 15:37:18,2022-02-15 15:48:37,IP Address,100,678,True,2022-02-15 15:48:38,R_21tXHueCDq2fZeC,anonymous,EN-GB,Erasmus School of Social and Behavioural Sciences (ESSB),NA,Public Administration,NA,NA,NA,NA,Assistant Professor,NA,Very important,I have extensive experience with Open Access publishing,Green OA (self-archiving): Some journals might not publish findings that are uploaded to a pre-publication archive;Green OA (self-archiving): Non-peer-reviewed findings might add noise to the literature;Gold OA: I might not have enough funding to pay Article Processing Charges for Open Access journals;Other,Journals are not always clear whether and which version of my paper I am allowed to share (Green OA),NA,Slightly important,"I am aware of open data, materials, and/or code developed by others, but have not used them",I don’t know/prefer not to answer,"Until now, I hadn't heard of the FAIR principles","Reuse of my data, materials, and/or code could violate the epistemological framework of my research;I might lose control over how my data, materials, and/or code are being used;I might not receive appropriate credit for data, materials, and/or code if I make them openly available;It might take too much time, effort, and resources;Other","In particular the idea that people use my data, materials, or code in a way they are not designed or collected to be used",Slightly important,"I am aware of study preregistration, but have not used it",I need to look at my data before I can decide how to best analyse it;Preregistration prevents exploratory research;Other,I am not sure if and how preregistration should work for more qualitative studies that have less explicit hypothesis underlying the study.,Not at all important,"I am aware of open educational resources developed by others, but have not used them","I am aware of open educational resources, but have not shared my own",I might lose control over how my educational resources are being used;Other,"I don't really see problems, but I do not really see much added value either.",Very important,"I have some experience with engaging with society, but do not do it regularly","It might be difficult to manage expectations of some societal actors (e.g., citizens, politicians);Other",I don't have the network to do this regularly,Yes,"Open access publishing;Open data, materials, and/or code;Preregistration;Open educational resources;Open engagement of societal actors;Other",But: preferably by someone who is capable of understanding the specific challenges that come with our field of study,NA,No,NA,NA,Other,"If this is important, it should be recognized and rewarded. I don't really care how, but now there is no attention for these practices whatsoever.","It is quite complex to do this well if you do this for the first time, and guidance and assistance in this respect is lacking."
2022-02-15 15:59:06,2022-02-15 16:05:45,IP Address,100,398,True,2022-02-15 16:05:46,R_DvZZdhO0YiJHhgl,anonymous,EN-GB,Erasmus School of Social and Behavioural Sciences (ESSB),NA,Psychology,NA,NA,NA,NA,Full Professor,NA,Very important,I have some experience with Open Access publishing,Gold OA: I might not have enough funding to pay Article Processing Charges for Open Access journals,NA,NA,Moderately important,"I am aware of open data, materials, and/or code developed by others, but have not used them","I am aware of open data, materials, and/or code, but have not shared my own",I regularly follow the FAIR principles,"It might take too much time, effort, and resources",NA,Moderately important,"I have some experience with study preregistration, but do not use it regularly",I need to look at my data before I can decide how to best analyse it;Preregistration prevents exploratory research;Preregistration stifles research creativity or flexibility,NA,I don’t know/prefer not to answer,"Until now, I hadn't heard of open educational resources","Until now, I hadn't heard of open educational resources",I don’t know/prefer not to answer,NA,Very important,"I have some experience with engaging with society, but do not do it regularly",I do not share any of these concerns,NA,Yes,Open educational resources;Open engagement of societal actors,NA,I don't know/prefer not to answer,I don't know/prefer not to answer,NA,NA,NA,NA,NA
2022-02-15 17:04:26,2022-02-15 17:08:43,IP Address,100,256,True,2022-02-15 17:08:43,R_3NUpCHmGcHN4ZOU,anonymous,EN-GB,Erasmus School of Health Policy & Management (ESHPM),NA,NA,NA,Health Services Management & Organisation (HSMO),NA,NA,PhD candidate,NA,Not at all important,"Until now, I was unaware of Open Access publishing","Green OA (self-archiving): Making my work available pre-publication might reduce the number of citations to the ultimately published work;Green OA (self-archiving): Availability of the pre-publication manuscript might highlight differences (e.g., errors in analysis, revisions to hypotheses) between the original conception of the research and the ultimately published work",NA,NA,Very important,I don’t know/prefer not to answer,"I am aware of open data, materials, and/or code, but have not shared my own","Until now, I hadn't heard of the FAIR principles","Others might criticise my data, materials, and/or code;Others might find errors in my published work;Sharing data, materials, and/or code could result in others asking me to provide assistance for their research",NA,Very important,"I am aware of study preregistration, but have not used it",Preregistration might delay data collection;I need to look at my data before I can decide how to best analyse it,NA,Very important,"I have some experience with open educational resources developed by others, but do not use them regularly","I have some experience with open educational resources, but do not share mine regularly",I might not receive appropriate credit for my educational resources if I make them openly available,NA,Very important,"I have some experience with engaging with society, but do not do it regularly","It might require too much time, effort, and resources;Designing the research might become too complex",NA,Yes,"Open access publishing;Open data, materials, and/or code;Open educational resources",NA,NA,No,NA,NA,Freedom to choose and initiate my own projects;Receive an award,NA,NA
2022-02-15 21:50:25,2022-02-15 21:57:17,IP Address,100,411,True,2022-02-15 21:57:17,R_bECwqdg26zpjxsd,anonymous,EN-GB,Erasmus School of Social and Behavioural Sciences (ESSB),NA,Pedagogical Sciences,NA,NA,NA,NA,Full Professor,NA,Very important,I have extensive experience with Open Access publishing,Gold OA: I might not have enough funding to pay Article Processing Charges for Open Access journals,NA,NA,Very important,"I regularly use open data, materials, and/or code developed by others","I have some experience with open data, materials, and/or code, but do not share mine regularly","I have some experience with the FAIR principles, but do not follow them regularly","It might take too much time, effort, and resources",NA,Very important,I regularly preregister my studies,I do not share any of these concerns,NA,Very important,"I am aware of open educational resources developed by others, but have not used them","I am aware of open educational resources, but have not shared my own","It might take too much time, effort, and resources",NA,Very important,"I have some experience with engaging with society, but do not do it regularly","It might require too much time, effort, and resources",NA,Yes,"Open access publishing;Open data, materials, and/or code;Preregistration;Open educational resources;Open engagement of societal actors",NA,"I got advice on FAIR data/research data management from an expert (e.g., research data steward)",Yes,"Freedom to choose and initiate my own projects,Trust from my colleagues/supervisor/manager,Praised by my colleagues/supervisor/manager",NA,NA,NA,worrisome role of large publishers such as Elsevier (and hence Pure)
2022-02-16 08:02:55,2022-02-16 08:07:12,IP Address,100,256,True,2022-02-16 08:07:12,R_tSdhHHsfS2XBThL,anonymous,EN-GB,Erasmus School of Health Policy & Management (ESHPM),NA,NA,NA,Health Economics (HE),NA,NA,Assistant Professor,NA,Moderately important,I have some experience with Open Access publishing,"Green OA (self-archiving): Some journals might not publish findings that are uploaded to a pre-publication archive;Green OA (self-archiving): Making my work available pre-publication might reduce the number of citations to the ultimately published work;Green OA (self-archiving): Availability of the pre-publication manuscript might highlight differences (e.g., errors in analysis, revisions to hypotheses) between the original conception of the research and the ultimately published work;Gold OA: I might not have enough funding to pay Article Processing Charges for Open Access journals",NA,NA,Moderately important,"I have some experience with open data, materials, and/or code developed by others, but do not use them regularly","I have some experience with open data, materials, and/or code, but do not share mine regularly","I am aware of the FAIR principles, but have not followed them","Others might find it difficult to understand my data, materials, and/or code;It might take too much time, effort, and resources",NA,Slightly important,"Until now, I was unaware of study preregistration","It might take too much time, effort, and resources",NA,Moderately important,"Until now, I hadn't heard of open educational resources","Until now, I hadn't heard of open educational resources","It might take too much time, effort, and resources",NA,Moderately important,"I am aware of engaging with society, but have not done it","It might require too much time, effort, and resources;Designing the research might become too complex;Some societal actors might have ideas that are too difficult to implement;It might be difficult to manage expectations of some societal actors (e.g., citizens, politicians);I might lose control of my research project;There could be issues related to intellectual property",NA,Yes,"Open access publishing;Open data, materials, and/or code;Preregistration;Open educational resources;Open engagement of societal actors",NA,NA,No,NA,NA,More time for Open Science activities,NA,NA
2022-02-16 08:59:28,2022-02-16 09:04:48,IP Address,100,319,True,2022-02-16 09:04:49,R_dgvrIBM56D7mGJ3,anonymous,EN-GB,Erasmus School of Health Policy & Management (ESHPM),NA,NA,NA,Health Economics (HE),NA,NA,Assistant Professor,NA,Extremely important,I have extensive experience with Open Access publishing,Green OA (self-archiving): Some journals might not publish findings that are uploaded to a pre-publication archive,NA,NA,Extremely important,"I have some experience with open data, materials, and/or code developed by others, but do not use them regularly","I have some experience with open data, materials, and/or code, but do not share mine regularly",I regularly follow the FAIR principles,I do not share any of these concerns,NA,Very important,"I have some experience with study preregistration, but do not use it regularly",I do not share any of these concerns,NA,Extremely important,"I have some experience with open educational resources developed by others, but do not use them regularly","I have some experience with open educational resources, but do not share mine regularly",I do not share any of these concerns,NA,Extremely important,"I have some experience with engaging with society, but do not do it regularly",I do not share any of these concerns,NA,Yes,"Open data, materials, and/or code",NA,"I looked up relevant information on the EUR website;I got advice on FAIR data/research data management from an expert (e.g., research data steward);I am using available tools for FAIR data (e.g., EUR Data Repository)",Yes,"Freedom to choose and initiate my own projects,Trust from my colleagues/supervisor/manager,Praised by my colleagues/supervisor/manager",NA,NA,NA,NA
2022-02-16 09:07:54,2022-02-16 09:19:39,IP Address,100,705,True,2022-02-16 09:19:39,R_NXDRqXATwuaPiGR,anonymous,EN-GB,Erasmus School of Health Policy & Management (ESHPM),NA,NA,NA,Health Economics (HE),NA,NA,Assistant Professor,NA,Not at all important,I have some experience with Open Access publishing,Green OA (self-archiving): Some journals might not publish findings that are uploaded to a pre-publication archive;Green OA (self-archiving): Non-peer-reviewed findings might add noise to the literature;Gold OA: Open Access journals might have lower quality articles;Gold OA: Open Access journals might not provide rigorous peer-review,NA,NA,Slightly important,"I have some experience with open data, materials, and/or code developed by others, but do not use them regularly","I have some experience with open data, materials, and/or code, but do not share mine regularly","I have some experience with the FAIR principles, but do not follow them regularly","It might take too much time, effort, and resources;Other",I loose the advantage that my unique data provides me to publish.,Not at all important,"I am aware of study preregistration, but have not used it","I need to look at my data before I can decide how to best analyse it;It might take too much time, effort, and resources;Other",Preregistration provides an additional advantage too large/rich research goups who are abe to do massive amounts of data analysis before preregistring.,Slightly important,"I have some experience with open educational resources developed by others, but do not use them regularly","I am aware of open educational resources, but have not shared my own","I might lose control over how my educational resources are being used;I might not receive appropriate credit for my educational resources if I make them openly available;There could be issues related to intellectual property;It might take too much time, effort, and resources",NA,Very important,I regularly engage with society,"It might require too much time, effort, and resources;Designing the research might become too complex",NA,Yes,"Open data, materials, and/or code;Preregistration",NA,I attended a workshop on research data management;I looked up relevant information on the EUR website,Yes,"Trust from my colleagues/supervisor/manager,Praised by my colleagues/supervisor/manager",NA,NA,NA,NA
2022-02-16 09:40:23,2022-02-16 09:47:41,IP Address,100,438,True,2022-02-16 09:47:42,R_2Siww3hzpXk5KFG,anonymous,EN-GB,Erasmus School of Health Policy & Management (ESHPM),NA,NA,NA,Health Economics (HE),NA,NA,Postdoc or researcher,NA,Very important,I have extensive experience with Open Access publishing,Green OA (self-archiving): Some journals might not publish findings that are uploaded to a pre-publication archive;Green OA (self-archiving): Non-peer-reviewed findings might add noise to the literature,NA,NA,Extremely important,"I have some experience with open data, materials, and/or code developed by others, but do not use them regularly","I regularly share open data, materials, and/or code",I regularly follow the FAIR principles,I do not share any of these concerns,NA,Moderately important,"I am aware of study preregistration, but have not used it","Preregistration might delay data collection;Preregistration might lead to other people taking my research idea and implementing my plan;It might take too much time, effort, and resources",NA,Extremely important,"I have some experience with open educational resources developed by others, but do not use them regularly","I am aware of open educational resources, but have not shared my own",I might not receive appropriate credit for my educational resources if I make them openly available;There could be issues related to intellectual property,NA,Moderately important,"I am aware of engaging with society, but have not done it","It might require too much time, effort, and resources;It might be difficult to manage expectations of some societal actors (e.g., citizens, politicians)",NA,Yes,Preregistration;Open educational resources;Open engagement of societal actors,NA,"I attended a workshop on research data management;I looked up relevant information on the EUR website;I got advice on FAIR data/research data management from an expert (e.g., research data steward);I am using available tools for FAIR data (e.g., EUR Data Repository)",Yes,"Freedom to choose and initiate my own projects,Trust from my colleagues/supervisor/manager,Received an award",NA,NA,NA,NA
2022-02-16 09:58:11,2022-02-16 10:07:11,IP Address,100,539,True,2022-02-16 10:07:13,R_3kdIddWu9xgjjoU,anonymous,EN-GB,Erasmus School of Health Policy & Management (ESHPM),NA,NA,NA,Health Economics (HE),NA,NA,Assistant Professor,NA,Extremely important,I have extensive experience with Open Access publishing,Green OA (self-archiving): Some journals might not publish findings that are uploaded to a pre-publication archive,NA,NA,Moderately important,"I am aware of open data, materials, and/or code developed by others, but have not used them","I have some experience with open data, materials, and/or code, but do not share mine regularly","I am aware of the FAIR principles, but have not followed them","Others might criticise my data, materials, and/or code",NA,Not at all important,"I am aware of study preregistration, but have not used it","I need to look at my data before I can decide how to best analyse it;It might take too much time, effort, and resources",NA,Moderately important,"I have some experience with open educational resources developed by others, but do not use them regularly","I am aware of open educational resources, but have not shared my own",I do not share any of these concerns,NA,Extremely important,"I have some experience with engaging with society, but do not do it regularly",I do not share any of these concerns,NA,Yes,Open educational resources;Open engagement of societal actors,NA,NA,Yes,"Freedom to choose and initiate my own projects,Trust from my colleagues/supervisor/manager,Praised by my colleagues/supervisor/manager,Received a promotion",NA,NA,NA,No
2022-02-16 10:56:09,2022-02-16 11:05:07,IP Address,100,538,True,2022-02-16 11:05:07,R_1j8s5y4SvwkGq2U,anonymous,EN-GB,Erasmus School of Health Policy & Management (ESHPM),NA,NA,NA,Health Economics (HE),NA,NA,Full Professor,NA,Moderately important,I have some experience with Open Access publishing,Green OA (self-archiving): Some journals might not publish findings that are uploaded to a pre-publication archive;Gold OA: Open Access journals might have lower quality articles;Gold OA: Open Access journals might not provide rigorous peer-review;Gold OA: I might not have enough funding to pay Article Processing Charges for Open Access journals,NA,NA,Moderately important,"I am aware of open data, materials, and/or code developed by others, but have not used them","I am aware of open data, materials, and/or code, but have not shared my own","Until now, I hadn't heard of the FAIR principles","I might lose control over how my data, materials, and/or code are being used;It might take too much time, effort, and resources",NA,Moderately important,"I am aware of study preregistration, but have not used it","I need to look at my data before I can decide how to best analyse it;Preregistration stifles research creativity or flexibility;Preregistration might lead to other people taking my research idea and implementing my plan;It might take too much time, effort, and resources",NA,Slightly important,"I am aware of open educational resources developed by others, but have not used them","I am aware of open educational resources, but have not shared my own","I might not receive appropriate credit for my educational resources if I make them openly available;It might take too much time, effort, and resources",NA,Moderately important,"I have some experience with engaging with society, but do not do it regularly","It might require too much time, effort, and resources;It might be difficult to manage expectations of some societal actors (e.g., citizens, politicians)",NA,Yes,"Open access publishing;Open data, materials, and/or code;Preregistration;Open educational resources",NA,NA,I don't know/prefer not to answer,NA,NA,NA,NA,NA
2022-02-16 11:03:53,2022-02-16 11:10:45,IP Address,100,411,True,2022-02-16 11:10:45,R_5yBb95JqRAaVE9b,anonymous,EN-GB,Erasmus School of Health Policy & Management (ESHPM),NA,NA,NA,"Health Care Governance (HCG),Health Technology Assessment (HTA)",NA,NA,Assistant Professor,NA,Extremely important,I have extensive experience with Open Access publishing,Green OA (self-archiving): Some journals might not publish findings that are uploaded to a pre-publication archive;Green OA (self-archiving): Making my work available pre-publication might reduce the number of citations to the ultimately published work;Gold OA: Open Access journals might have lower quality articles;Gold OA: I might not have enough funding to pay Article Processing Charges for Open Access journals,NA,NA,Moderately important,"I am aware of open data, materials, and/or code developed by others, but have not used them","I am aware of open data, materials, and/or code, but have not shared my own","I am aware of the FAIR principles, but have not followed them","Others might find it difficult to understand my data, materials, and/or code;I might lose control over how my data, materials, and/or code are being used;I might not receive appropriate credit for data, materials, and/or code if I make them openly available",NA,Very important,"I have some experience with study preregistration, but do not use it regularly",Preregistration prevents exploratory research,NA,Very important,"I have some experience with open educational resources developed by others, but do not use them regularly","I have some experience with open educational resources, but do not share mine regularly",Others might find it difficult to understand my educational resources;I might lose control over how my educational resources are being used;I might not receive appropriate credit for my educational resources if I make them openly available;There could be issues related to intellectual property,NA,Extremely important,"I have some experience with engaging with society, but do not do it regularly","It might be difficult to manage expectations of some societal actors (e.g., citizens, politicians)",NA,I don’t know/prefer not to answer,NA,NA,NA,I don't know/prefer not to answer,NA,NA,NA,NA,NA
2022-02-16 12:33:56,2022-02-16 12:40:47,IP Address,100,411,True,2022-02-16 12:40:47,R_2t9TMLXgoEi6XRG,anonymous,EN-GB,Erasmus School of Social and Behavioural Sciences (ESSB),NA,Psychology,NA,NA,NA,NA,PhD candidate,NA,Very important,I have extensive experience with Open Access publishing,Gold OA: I might not have enough funding to pay Article Processing Charges for Open Access journals,NA,NA,Moderately important,"I am aware of open data, materials, and/or code developed by others, but have not used them","I have some experience with open data, materials, and/or code, but do not share mine regularly","I have some experience with the FAIR principles, but do not follow them regularly","Others might criticise my data, materials, and/or code;Others might find errors in my published work;Others might find it difficult to understand my data, materials, and/or code;Sharing data, materials, and/or code could result in others asking me to provide assistance for their research;I might lose control over how my data, materials, and/or code are being used;I might not receive appropriate credit for data, materials, and/or code if I make them openly available;There could be issues related to intellectual property",NA,Moderately important,"I have some experience with study preregistration, but do not use it regularly",I need to look at my data before I can decide how to best analyse it,NA,Moderately important,"I have some experience with open educational resources developed by others, but do not use them regularly","I am aware of open educational resources, but have not shared my own",I might lose control over how my educational resources are being used;I might not receive appropriate credit for my educational resources if I make them openly available;There could be issues related to intellectual property,NA,Very important,I regularly engage with society,"It might require too much time, effort, and resources;It might be difficult to manage expectations of some societal actors (e.g., citizens, politicians)",NA,Yes,"Open access publishing;Open data, materials, and/or code;Preregistration;Open educational resources;Other",information on how to finances open access publications that are not covered by regular contracts (think of Frontiers for example).,"I attended a workshop on research data management;I looked up relevant information on the EUR website;I am using available tools for FAIR data (e.g., EUR Data Repository)",No,NA,NA,Freedom to choose and initiate my own projects;Trust from my colleagues/supervisor/manager;Praise by my colleagues/supervisor/manager,NA,NA
2022-02-16 14:28:50,2022-02-16 14:36:03,IP Address,100,432,True,2022-02-16 14:36:03,R_11basKkzBZidQwp,anonymous,EN-GB,Erasmus School of Health Policy & Management (ESHPM),NA,NA,NA,Health Economics (HE),NA,NA,PhD candidate,NA,Very important,I have some experience with Open Access publishing,I don’t know/prefer not to answer,NA,NA,Very important,"I have some experience with open data, materials, and/or code developed by others, but do not use them regularly",I don’t know/prefer not to answer,"Until now, I hadn't heard of the FAIR principles",I do not share any of these concerns,NA,Very important,"I am aware of study preregistration, but have not used it",Preregistration might delay data collection,NA,Extremely important,"I have some experience with open educational resources developed by others, but do not use them regularly",I don’t know/prefer not to answer,I do not share any of these concerns,NA,Very important,I regularly engage with society,I do not share any of these concerns,NA,Yes,"Open data, materials, and/or code;Preregistration;Open engagement of societal actors",NA,NA,I do not undertake any Open Science activities,NA,NA,NA,NA,NA
2022-02-16 14:50:33,2022-02-16 14:55:23,IP Address,100,290,True,2022-02-16 14:55:24,R_3RmYFmKuxeDzG0P,anonymous,EN-GB,Erasmus School of Health Policy & Management (ESHPM),NA,NA,NA,Health Economics (HE),NA,NA,Full Professor,NA,Very important,I have extensive experience with Open Access publishing,Green OA (self-archiving): Some journals might not publish findings that are uploaded to a pre-publication archive,NA,NA,Extremely important,"I have some experience with open data, materials, and/or code developed by others, but do not use them regularly","I regularly share open data, materials, and/or code","I have some experience with the FAIR principles, but do not follow them regularly",I do not share any of these concerns,NA,Moderately important,"I am aware of study preregistration, but have not used it",I do not share any of these concerns,NA,Moderately important,"I have some experience with open educational resources developed by others, but do not use them regularly","I am aware of open educational resources, but have not shared my own","It might take too much time, effort, and resources",NA,Moderately important,"I have some experience with engaging with society, but do not do it regularly","It might be difficult to manage expectations of some societal actors (e.g., citizens, politicians)",NA,Yes,"Open access publishing;Open data, materials, and/or code;Preregistration",NA,"I attended a workshop on research data management;I got advice on FAIR data/research data management from an expert (e.g., research data steward)",No,NA,NA,More time for Open Science activities;Praise by my colleagues/supervisor/manager,NA,NA
2022-02-16 14:50:40,2022-02-16 14:56:34,IP Address,100,353,True,2022-02-16 14:56:34,R_paqOR0OUSxcqNGN,anonymous,EN-GB,Erasmus School of Social and Behavioural Sciences (ESSB),NA,Pedagogical Sciences,NA,NA,NA,NA,Associate Professor,NA,Extremely important,I have some experience with Open Access publishing,Gold OA: I might not have enough funding to pay Article Processing Charges for Open Access journals,NA,NA,Extremely important,"I have some experience with open data, materials, and/or code developed by others, but do not use them regularly","I have some experience with open data, materials, and/or code, but do not share mine regularly","I have some experience with the FAIR principles, but do not follow them regularly","Others might criticise my data, materials, and/or code;Others might find errors in my published work;Others might find it difficult to understand my data, materials, and/or code;Reuse of my data, materials, and/or code could violate the epistemological framework of my research;I might lose control over how my data, materials, and/or code are being used;I might not receive appropriate credit for data, materials, and/or code if I make them openly available;There could be issues related to intellectual property",NA,Extremely important,"I have some experience with study preregistration, but do not use it regularly",I do not share any of these concerns,NA,Very important,"I have some experience with open educational resources developed by others, but do not use them regularly","I am aware of open educational resources, but have not shared my own",Others might criticise my educational resources;Others might find errors in my educational resources;Others might find it difficult to understand my educational resources;I might lose control over how my educational resources are being used;I might not receive appropriate credit for my educational resources if I make them openly available;There could be issues related to intellectual property,NA,I don’t know/prefer not to answer,"Until now, I was unaware of open engagement with societal actors",I don’t know/prefer not to answer,NA,Yes,"Open access publishing;Open data, materials, and/or code;Preregistration;Open educational resources;Open engagement of societal actors",NA,"I attended a workshop on research data management;I looked up relevant information on the EUR website;I got advice on FAIR data/research data management from an expert (e.g., research data steward)",Yes,"Trust from my colleagues/supervisor/manager,Praised by my colleagues/supervisor/manager",NA,NA,NA,NA
2022-02-16 16:16:20,2022-02-16 16:20:45,IP Address,100,264,True,2022-02-16 16:20:45,R_3qrGw8owgOAyfM0,anonymous,EN-GB,Erasmus School of Social and Behavioural Sciences (ESSB),NA,Public Administration,NA,NA,NA,NA,Assistant Professor,NA,Very important,I have some experience with Open Access publishing,Green OA (self-archiving): Some journals might not publish findings that are uploaded to a pre-publication archive;Green OA (self-archiving): Other people might copy my research and publish it before I do;Gold OA: Open Access journals might have lower quality articles;Gold OA: Open Access journals might not provide rigorous peer-review,NA,NA,Moderately important,"I am aware of open data, materials, and/or code developed by others, but have not used them","I am aware of open data, materials, and/or code, but have not shared my own","Until now, I hadn't heard of the FAIR principles","I might not receive appropriate credit for data, materials, and/or code if I make them openly available",NA,I don’t know/prefer not to answer,"Until now, I was unaware of study preregistration",I don’t know/prefer not to answer,NA,Very important,"I am aware of open educational resources developed by others, but have not used them","I am aware of open educational resources, but have not shared my own",I might not receive appropriate credit for my educational resources if I make them openly available,NA,Extremely important,I regularly engage with society,I do not share any of these concerns,NA,Yes,"Open data, materials, and/or code;Open educational resources",NA,NA,Yes,"Freedom to choose and initiate my own projects,Praised by my colleagues/supervisor/manager",NA,NA,NA,NA
