participant,Finished,cluster,question,value,item
25,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_7,NA
25,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_8,NA
26,True,3,"In your opinion, how important is preregistration for your work?",value_1,I don’t know/prefer not to answer
26,True,3,"In your opinion, how important is preregistration for your work?",value_2,NA
26,True,3,"In your opinion, how important is preregistration for your work?",value_3,NA
26,True,3,"In your opinion, how important is preregistration for your work?",value_4,NA
26,True,3,"In your opinion, how important is preregistration for your work?",value_5,NA
26,True,3,"In your opinion, how important is preregistration for your work?",value_6,NA
26,True,3,"In your opinion, how important is preregistration for your work?",value_7,NA
26,True,3,"In your opinion, how important is preregistration for your work?",value_8,NA
26,True,3,What is your experience with study preregistration?,value_1,"I am aware of study preregistration, but have not used it"
26,True,3,What is your experience with study preregistration?,value_2,NA
26,True,3,What is your experience with study preregistration?,value_3,NA
26,True,3,What is your experience with study preregistration?,value_4,NA
26,True,3,What is your experience with study preregistration?,value_5,NA
26,True,3,What is your experience with study preregistration?,value_6,NA
26,True,3,What is your experience with study preregistration?,value_7,NA
26,True,3,What is your experience with study preregistration?,value_8,NA
26,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_1,I don’t know/prefer not to answer
26,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_2,NA
26,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_3,NA
26,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_4,NA
26,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_5,NA
26,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_6,NA
26,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_7,NA
26,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_8,NA
27,True,3,"In your opinion, how important is preregistration for your work?",value_1,Moderately important
27,True,3,"In your opinion, how important is preregistration for your work?",value_2,NA
27,True,3,"In your opinion, how important is preregistration for your work?",value_3,NA
27,True,3,"In your opinion, how important is preregistration for your work?",value_4,NA
27,True,3,"In your opinion, how important is preregistration for your work?",value_5,NA
27,True,3,"In your opinion, how important is preregistration for your work?",value_6,NA
27,True,3,"In your opinion, how important is preregistration for your work?",value_7,NA
27,True,3,"In your opinion, how important is preregistration for your work?",value_8,NA
27,True,3,What is your experience with study preregistration?,value_1,"Until now, I was unaware of study preregistration"
27,True,3,What is your experience with study preregistration?,value_2,NA
27,True,3,What is your experience with study preregistration?,value_3,NA
27,True,3,What is your experience with study preregistration?,value_4,NA
27,True,3,What is your experience with study preregistration?,value_5,NA
27,True,3,What is your experience with study preregistration?,value_6,NA
27,True,3,What is your experience with study preregistration?,value_7,NA
27,True,3,What is your experience with study preregistration?,value_8,NA
27,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_1,Preregistration might delay data collection
27,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_2,I need to look at my data before I can decide how to best analyse it
27,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_3,Preregistration prevents exploratory research
27,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_4,Preregistration stifles research creativity or flexibility
27,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_5,Preregistration might lead to other people taking my research idea and implementing my plan
27,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_6,NA
27,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_7,NA
27,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_8,NA
28,True,3,"In your opinion, how important is preregistration for your work?",value_1,Not at all important
28,True,3,"In your opinion, how important is preregistration for your work?",value_2,NA
28,True,3,"In your opinion, how important is preregistration for your work?",value_3,NA
28,True,3,"In your opinion, how important is preregistration for your work?",value_4,NA
28,True,3,"In your opinion, how important is preregistration for your work?",value_5,NA
28,True,3,"In your opinion, how important is preregistration for your work?",value_6,NA
28,True,3,"In your opinion, how important is preregistration for your work?",value_7,NA
28,True,3,"In your opinion, how important is preregistration for your work?",value_8,NA
28,True,3,What is your experience with study preregistration?,value_1,"I am aware of study preregistration, but have not used it"
28,True,3,What is your experience with study preregistration?,value_2,NA
28,True,3,What is your experience with study preregistration?,value_3,NA
28,True,3,What is your experience with study preregistration?,value_4,NA
28,True,3,What is your experience with study preregistration?,value_5,NA
28,True,3,What is your experience with study preregistration?,value_6,NA
28,True,3,What is your experience with study preregistration?,value_7,NA
28,True,3,What is your experience with study preregistration?,value_8,NA
28,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_1,I don’t know/prefer not to answer
28,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_2,NA
28,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_3,NA
28,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_4,NA
28,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_5,NA
28,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_6,NA
28,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_7,NA
28,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_8,NA
29,True,3,"In your opinion, how important is preregistration for your work?",value_1,Not at all important
29,True,3,"In your opinion, how important is preregistration for your work?",value_2,NA
29,True,3,"In your opinion, how important is preregistration for your work?",value_3,NA
29,True,3,"In your opinion, how important is preregistration for your work?",value_4,NA
29,True,3,"In your opinion, how important is preregistration for your work?",value_5,NA
29,True,3,"In your opinion, how important is preregistration for your work?",value_6,NA
29,True,3,"In your opinion, how important is preregistration for your work?",value_7,NA
29,True,3,"In your opinion, how important is preregistration for your work?",value_8,NA
29,True,3,What is your experience with study preregistration?,value_1,"I am aware of study preregistration, but have not used it"
29,True,3,What is your experience with study preregistration?,value_2,NA
29,True,3,What is your experience with study preregistration?,value_3,NA
29,True,3,What is your experience with study preregistration?,value_4,NA
29,True,3,What is your experience with study preregistration?,value_5,NA
29,True,3,What is your experience with study preregistration?,value_6,NA
29,True,3,What is your experience with study preregistration?,value_7,NA
29,True,3,What is your experience with study preregistration?,value_8,NA
29,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_1,Preregistration might delay data collection
29,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_2,I need to look at my data before I can decide how to best analyse it
29,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_3,Preregistration prevents exploratory research
29,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_4,Preregistration stifles research creativity or flexibility
29,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_5,Preregistration might lead to other people taking my research idea and implementing my plan
29,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_6,"It might take too much time, effort, and resources"
29,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_7,NA
29,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_8,NA
30,True,3,"In your opinion, how important is preregistration for your work?",value_1,Not at all important
30,True,3,"In your opinion, how important is preregistration for your work?",value_2,NA
30,True,3,"In your opinion, how important is preregistration for your work?",value_3,NA
30,True,3,"In your opinion, how important is preregistration for your work?",value_4,NA
30,True,3,"In your opinion, how important is preregistration for your work?",value_5,NA
30,True,3,"In your opinion, how important is preregistration for your work?",value_6,NA
30,True,3,"In your opinion, how important is preregistration for your work?",value_7,NA
30,True,3,"In your opinion, how important is preregistration for your work?",value_8,NA
30,True,3,What is your experience with study preregistration?,value_1,"I am aware of study preregistration, but have not used it"
30,True,3,What is your experience with study preregistration?,value_2,NA
30,True,3,What is your experience with study preregistration?,value_3,NA
30,True,3,What is your experience with study preregistration?,value_4,NA
30,True,3,What is your experience with study preregistration?,value_5,NA
30,True,3,What is your experience with study preregistration?,value_6,NA
30,True,3,What is your experience with study preregistration?,value_7,NA
30,True,3,What is your experience with study preregistration?,value_8,NA
30,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_1,Preregistration prevents exploratory research
30,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_2,Preregistration stifles research creativity or flexibility
30,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_3,"in qualitative research, preregistration isnimpossible as there is no lineair path from data collection to papers."
30,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_4,NA
30,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_5,NA
30,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_6,NA
30,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_7,NA
30,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_8,NA
31,True,3,"In your opinion, how important is preregistration for your work?",value_1,Not at all important
31,True,3,"In your opinion, how important is preregistration for your work?",value_2,NA
31,True,3,"In your opinion, how important is preregistration for your work?",value_3,NA
31,True,3,"In your opinion, how important is preregistration for your work?",value_4,NA
31,True,3,"In your opinion, how important is preregistration for your work?",value_5,NA
31,True,3,"In your opinion, how important is preregistration for your work?",value_6,NA
31,True,3,"In your opinion, how important is preregistration for your work?",value_7,NA
31,True,3,"In your opinion, how important is preregistration for your work?",value_8,NA
31,True,3,What is your experience with study preregistration?,value_1,"Until now, I was unaware of study preregistration"
31,True,3,What is your experience with study preregistration?,value_2,NA
31,True,3,What is your experience with study preregistration?,value_3,NA
31,True,3,What is your experience with study preregistration?,value_4,NA
31,True,3,What is your experience with study preregistration?,value_5,NA
31,True,3,What is your experience with study preregistration?,value_6,NA
31,True,3,What is your experience with study preregistration?,value_7,NA
31,True,3,What is your experience with study preregistration?,value_8,NA
31,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_1,I need to look at my data before I can decide how to best analyse it
31,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_2,Preregistration stifles research creativity or flexibility
31,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_3,NA
31,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_4,NA
31,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_5,NA
31,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_6,NA
31,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_7,NA
31,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_8,NA
32,True,3,"In your opinion, how important is preregistration for your work?",value_1,I don’t know/prefer not to answer
32,True,3,"In your opinion, how important is preregistration for your work?",value_2,NA
32,True,3,"In your opinion, how important is preregistration for your work?",value_3,NA
32,True,3,"In your opinion, how important is preregistration for your work?",value_4,NA
32,True,3,"In your opinion, how important is preregistration for your work?",value_5,NA
32,True,3,"In your opinion, how important is preregistration for your work?",value_6,NA
32,True,3,"In your opinion, how important is preregistration for your work?",value_7,NA
32,True,3,"In your opinion, how important is preregistration for your work?",value_8,NA
32,True,3,What is your experience with study preregistration?,value_1,"Until now, I was unaware of study preregistration"
32,True,3,What is your experience with study preregistration?,value_2,NA
32,True,3,What is your experience with study preregistration?,value_3,NA
32,True,3,What is your experience with study preregistration?,value_4,NA
32,True,3,What is your experience with study preregistration?,value_5,NA
32,True,3,What is your experience with study preregistration?,value_6,NA
32,True,3,What is your experience with study preregistration?,value_7,NA
32,True,3,What is your experience with study preregistration?,value_8,NA
32,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_1,I don’t know/prefer not to answer
32,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_2,NA
32,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_3,NA
32,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_4,NA
32,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_5,NA
32,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_6,NA
32,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_7,NA
32,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_8,NA
33,True,3,"In your opinion, how important is preregistration for your work?",value_1,Moderately important
33,True,3,"In your opinion, how important is preregistration for your work?",value_2,NA
33,True,3,"In your opinion, how important is preregistration for your work?",value_3,NA
33,True,3,"In your opinion, how important is preregistration for your work?",value_4,NA
33,True,3,"In your opinion, how important is preregistration for your work?",value_5,NA
33,True,3,"In your opinion, how important is preregistration for your work?",value_6,NA
33,True,3,"In your opinion, how important is preregistration for your work?",value_7,NA
33,True,3,"In your opinion, how important is preregistration for your work?",value_8,NA
33,True,3,What is your experience with study preregistration?,value_1,"I have some experience with study preregistration, but do not use it regularly"
33,True,3,What is your experience with study preregistration?,value_2,NA
33,True,3,What is your experience with study preregistration?,value_3,NA
33,True,3,What is your experience with study preregistration?,value_4,NA
33,True,3,What is your experience with study preregistration?,value_5,NA
33,True,3,What is your experience with study preregistration?,value_6,NA
33,True,3,What is your experience with study preregistration?,value_7,NA
33,True,3,What is your experience with study preregistration?,value_8,NA
33,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_1,"It might take too much time, effort, and resources"
33,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_2,NA
33,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_3,NA
33,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_4,NA
33,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_5,NA
33,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_6,NA
33,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_7,NA
33,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_8,NA
34,True,3,"In your opinion, how important is preregistration for your work?",value_1,Slightly important
34,True,3,"In your opinion, how important is preregistration for your work?",value_2,NA
34,True,3,"In your opinion, how important is preregistration for your work?",value_3,NA
34,True,3,"In your opinion, how important is preregistration for your work?",value_4,NA
34,True,3,"In your opinion, how important is preregistration for your work?",value_5,NA
34,True,3,"In your opinion, how important is preregistration for your work?",value_6,NA
34,True,3,"In your opinion, how important is preregistration for your work?",value_7,NA
34,True,3,"In your opinion, how important is preregistration for your work?",value_8,NA
34,True,3,What is your experience with study preregistration?,value_1,"I am aware of study preregistration, but have not used it"
34,True,3,What is your experience with study preregistration?,value_2,NA
34,True,3,What is your experience with study preregistration?,value_3,NA
34,True,3,What is your experience with study preregistration?,value_4,NA
34,True,3,What is your experience with study preregistration?,value_5,NA
34,True,3,What is your experience with study preregistration?,value_6,NA
34,True,3,What is your experience with study preregistration?,value_7,NA
34,True,3,What is your experience with study preregistration?,value_8,NA
34,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_1,I need to look at my data before I can decide how to best analyse it
34,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_2,Preregistration prevents exploratory research
34,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_3,"It might take too much time, effort, and resources"
34,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_4,I don't know how to do this
34,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_5,NA
34,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_6,NA
34,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_7,NA
34,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_8,NA
35,True,3,"In your opinion, how important is preregistration for your work?",value_1,Not at all important
35,True,3,"In your opinion, how important is preregistration for your work?",value_2,NA
35,True,3,"In your opinion, how important is preregistration for your work?",value_3,NA
35,True,3,"In your opinion, how important is preregistration for your work?",value_4,NA
35,True,3,"In your opinion, how important is preregistration for your work?",value_5,NA
35,True,3,"In your opinion, how important is preregistration for your work?",value_6,NA
35,True,3,"In your opinion, how important is preregistration for your work?",value_7,NA
35,True,3,"In your opinion, how important is preregistration for your work?",value_8,NA
35,True,3,What is your experience with study preregistration?,value_1,"I have some experience with study preregistration, but do not use it regularly"
35,True,3,What is your experience with study preregistration?,value_2,NA
35,True,3,What is your experience with study preregistration?,value_3,NA
35,True,3,What is your experience with study preregistration?,value_4,NA
35,True,3,What is your experience with study preregistration?,value_5,NA
35,True,3,What is your experience with study preregistration?,value_6,NA
35,True,3,What is your experience with study preregistration?,value_7,NA
35,True,3,What is your experience with study preregistration?,value_8,NA
35,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_1,Preregistration prevents exploratory research
35,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_2,Preregistration stifles research creativity or flexibility
35,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_3,"It might take too much time, effort, and resources"
35,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_4,NA
35,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_5,NA
35,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_6,NA
35,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_7,NA
35,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_8,NA
36,True,3,"In your opinion, how important is preregistration for your work?",value_1,Moderately important
36,True,3,"In your opinion, how important is preregistration for your work?",value_2,NA
36,True,3,"In your opinion, how important is preregistration for your work?",value_3,NA
36,True,3,"In your opinion, how important is preregistration for your work?",value_4,NA
36,True,3,"In your opinion, how important is preregistration for your work?",value_5,NA
36,True,3,"In your opinion, how important is preregistration for your work?",value_6,NA
36,True,3,"In your opinion, how important is preregistration for your work?",value_7,NA
36,True,3,"In your opinion, how important is preregistration for your work?",value_8,NA
36,True,3,What is your experience with study preregistration?,value_1,"Until now, I was unaware of study preregistration"
36,True,3,What is your experience with study preregistration?,value_2,NA
36,True,3,What is your experience with study preregistration?,value_3,NA
36,True,3,What is your experience with study preregistration?,value_4,NA
36,True,3,What is your experience with study preregistration?,value_5,NA
36,True,3,What is your experience with study preregistration?,value_6,NA
36,True,3,What is your experience with study preregistration?,value_7,NA
36,True,3,What is your experience with study preregistration?,value_8,NA
36,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_1,Preregistration might lead to other people taking my research idea and implementing my plan
36,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_2,NA
36,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_3,NA
36,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_4,NA
36,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_5,NA
36,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_6,NA
36,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_7,NA
36,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_8,NA
37,True,3,"In your opinion, how important is preregistration for your work?",value_1,Not at all important
37,True,3,"In your opinion, how important is preregistration for your work?",value_2,NA
37,True,3,"In your opinion, how important is preregistration for your work?",value_3,NA
37,True,3,"In your opinion, how important is preregistration for your work?",value_4,NA
37,True,3,"In your opinion, how important is preregistration for your work?",value_5,NA
37,True,3,"In your opinion, how important is preregistration for your work?",value_6,NA
37,True,3,"In your opinion, how important is preregistration for your work?",value_7,NA
37,True,3,"In your opinion, how important is preregistration for your work?",value_8,NA
37,True,3,What is your experience with study preregistration?,value_1,"Until now, I was unaware of study preregistration"
37,True,3,What is your experience with study preregistration?,value_2,NA
37,True,3,What is your experience with study preregistration?,value_3,NA
37,True,3,What is your experience with study preregistration?,value_4,NA
37,True,3,What is your experience with study preregistration?,value_5,NA
37,True,3,What is your experience with study preregistration?,value_6,NA
37,True,3,What is your experience with study preregistration?,value_7,NA
37,True,3,What is your experience with study preregistration?,value_8,NA
37,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_1,I do not share any of these concerns
37,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_2,NA
37,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_3,NA
37,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_4,NA
37,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_5,NA
37,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_6,NA
37,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_7,NA
37,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_8,NA
38,True,3,"In your opinion, how important is preregistration for your work?",value_1,Not at all important
38,True,3,"In your opinion, how important is preregistration for your work?",value_2,NA
38,True,3,"In your opinion, how important is preregistration for your work?",value_3,NA
38,True,3,"In your opinion, how important is preregistration for your work?",value_4,NA
38,True,3,"In your opinion, how important is preregistration for your work?",value_5,NA
38,True,3,"In your opinion, how important is preregistration for your work?",value_6,NA
38,True,3,"In your opinion, how important is preregistration for your work?",value_7,NA
38,True,3,"In your opinion, how important is preregistration for your work?",value_8,NA
38,True,3,What is your experience with study preregistration?,value_1,"Until now, I was unaware of study preregistration"
38,True,3,What is your experience with study preregistration?,value_2,NA
38,True,3,What is your experience with study preregistration?,value_3,NA
38,True,3,What is your experience with study preregistration?,value_4,NA
38,True,3,What is your experience with study preregistration?,value_5,NA
38,True,3,What is your experience with study preregistration?,value_6,NA
38,True,3,What is your experience with study preregistration?,value_7,NA
38,True,3,What is your experience with study preregistration?,value_8,NA
38,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_1,I need to look at my data before I can decide how to best analyse it
38,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_2,Preregistration might lead to other people taking my research idea and implementing my plan
38,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_3,NA
38,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_4,NA
38,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_5,NA
38,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_6,NA
38,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_7,NA
38,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_8,NA
39,True,3,"In your opinion, how important is preregistration for your work?",value_1,I don’t know/prefer not to answer
39,True,3,"In your opinion, how important is preregistration for your work?",value_2,NA
39,True,3,"In your opinion, how important is preregistration for your work?",value_3,NA
39,True,3,"In your opinion, how important is preregistration for your work?",value_4,NA
39,True,3,"In your opinion, how important is preregistration for your work?",value_5,NA
39,True,3,"In your opinion, how important is preregistration for your work?",value_6,NA
39,True,3,"In your opinion, how important is preregistration for your work?",value_7,NA
39,True,3,"In your opinion, how important is preregistration for your work?",value_8,NA
39,True,3,What is your experience with study preregistration?,value_1,"Until now, I was unaware of study preregistration"
39,True,3,What is your experience with study preregistration?,value_2,NA
39,True,3,What is your experience with study preregistration?,value_3,NA
39,True,3,What is your experience with study preregistration?,value_4,NA
39,True,3,What is your experience with study preregistration?,value_5,NA
39,True,3,What is your experience with study preregistration?,value_6,NA
39,True,3,What is your experience with study preregistration?,value_7,NA
39,True,3,What is your experience with study preregistration?,value_8,NA
39,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_1,I don’t know/prefer not to answer
39,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_2,NA
39,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_3,NA
39,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_4,NA
39,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_5,NA
39,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_6,NA
39,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_7,NA
39,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_8,NA
40,True,3,"In your opinion, how important is preregistration for your work?",value_1,Not at all important
40,True,3,"In your opinion, how important is preregistration for your work?",value_2,NA
40,True,3,"In your opinion, how important is preregistration for your work?",value_3,NA
40,True,3,"In your opinion, how important is preregistration for your work?",value_4,NA
40,True,3,"In your opinion, how important is preregistration for your work?",value_5,NA
40,True,3,"In your opinion, how important is preregistration for your work?",value_6,NA
40,True,3,"In your opinion, how important is preregistration for your work?",value_7,NA
40,True,3,"In your opinion, how important is preregistration for your work?",value_8,NA
40,True,3,What is your experience with study preregistration?,value_1,"I am aware of study preregistration, but have not used it"
40,True,3,What is your experience with study preregistration?,value_2,NA
40,True,3,What is your experience with study preregistration?,value_3,NA
40,True,3,What is your experience with study preregistration?,value_4,NA
40,True,3,What is your experience with study preregistration?,value_5,NA
40,True,3,What is your experience with study preregistration?,value_6,NA
40,True,3,What is your experience with study preregistration?,value_7,NA
40,True,3,What is your experience with study preregistration?,value_8,NA
40,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_1,Preregistration might delay data collection
40,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_2,I need to look at my data before I can decide how to best analyse it
40,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_3,Preregistration prevents exploratory research
40,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_4,Preregistration stifles research creativity or flexibility
40,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_5,Preregistration might lead to other people taking my research idea and implementing my plan
40,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_6,"It might take too much time, effort, and resources"
40,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_7,NA
40,True,3,The following are possible concerns that researchers could have about preregistering their studies. Which of these concerns would you agree with?,value_8,NA
41,True,3,"In your opinion, how important is preregistration for your work?",value_1,Not at all important
